"ts","eventId","Message","Rotation"
2025-06-25T19:26:26.249Z,4,"Data Entry 42","(0.16142, 0.00000, 0.00000, 0.98689)"
2025-06-25T19:26:26.252Z,4,"Data Entry 43","(0.16299, 0.00000, 0.00000, 0.98663)"
2025-06-25T19:26:26.276Z,4,"Data Entry 44","(0.17307, 0.00000, 0.00000, 0.98491)"
2025-06-25T19:26:26.278Z,4,"Data Entry 45","(0.17382, 0.00000, 0.00000, 0.98478)"
2025-06-25T19:26:26.279Z,4,"Data Entry 46","(0.17456, 0.00000, 0.00000, 0.98465)"
2025-06-25T19:26:26.281Z,4,"Data Entry 47","(0.17519, 0.00000, 0.00000, 0.98453)"
2025-06-25T19:26:26.282Z,4,"Data Entry 48","(0.17577, 0.00000, 0.00000, 0.98443)"
2025-06-25T19:26:26.284Z,4,"Data Entry 49","(0.17643, 0.00000, 0.00000, 0.98431)"
2025-06-25T19:26:26.285Z,4,"Data Entry 50","(0.17707, 0.00000, 0.00000, 0.98420)"
2025-06-25T19:26:26.287Z,4,"Data Entry 51","(0.17769, 0.00000, 0.00000, 0.98409)"
2025-06-25T19:26:26.288Z,4,"Data Entry 52","(0.17831, 0.00000, 0.00000, 0.98397)"
2025-06-25T19:26:26.289Z,4,"Data Entry 53","(0.17893, 0.00000, 0.00000, 0.98386)"
2025-06-25T19:26:26.290Z,4,"Data Entry 54","(0.17953, 0.00000, 0.00000, 0.98375)"
2025-06-25T19:26:26.292Z,4,"Data Entry 55","(0.18016, 0.00000, 0.00000, 0.98364)"
2025-06-25T19:26:26.293Z,4,"Data Entry 56","(0.18077, 0.00000, 0.00000, 0.98353)"
2025-06-25T19:26:26.294Z,4,"Data Entry 57","(0.18135, 0.00000, 0.00000, 0.98342)"
2025-06-25T19:26:26.296Z,4,"Data Entry 58","(0.18200, 0.00000, 0.00000, 0.98330)"
2025-06-25T19:26:26.297Z,4,"Data Entry 59","(0.18258, 0.00000, 0.00000, 0.98319)"
2025-06-25T19:26:26.299Z,4,"Data Entry 60","(0.18325, 0.00000, 0.00000, 0.98307)"
2025-06-25T19:26:26.300Z,4,"Data Entry 61","(0.18387, 0.00000, 0.00000, 0.98295)"
2025-06-25T19:26:26.302Z,4,"Data Entry 62","(0.18454, 0.00000, 0.00000, 0.98282)"
2025-06-25T19:26:26.303Z,4,"Data Entry 63","(0.18518, 0.00000, 0.00000, 0.98270)"
2025-06-25T19:26:26.305Z,4,"Data Entry 64","(0.18578, 0.00000, 0.00000, 0.98259)"
2025-06-25T19:26:26.306Z,4,"Data Entry 65","(0.18638, 0.00000, 0.00000, 0.98248)"
2025-06-25T19:26:26.307Z,4,"Data Entry 66","(0.18694, 0.00000, 0.00000, 0.98237)"
2025-06-25T19:26:26.309Z,4,"Data Entry 67","(0.18751, 0.00000, 0.00000, 0.98226)"
2025-06-25T19:26:26.310Z,4,"Data Entry 68","(0.18808, 0.00000, 0.00000, 0.98215)"
2025-06-25T19:26:26.311Z,4,"Data Entry 69","(0.18869, 0.00000, 0.00000, 0.98204)"
2025-06-25T19:26:26.313Z,4,"Data Entry 70","(0.18928, 0.00000, 0.00000, 0.98192)"
2025-06-25T19:26:26.314Z,4,"Data Entry 71","(0.18993, 0.00000, 0.00000, 0.98180)"
2025-06-25T19:26:26.316Z,4,"Data Entry 72","(0.19050, 0.00000, 0.00000, 0.98169)"
2025-06-25T19:26:26.317Z,4,"Data Entry 73","(0.19122, 0.00000, 0.00000, 0.98155)"
2025-06-25T19:26:26.320Z,4,"Data Entry 74","(0.19250, 0.00000, 0.00000, 0.98130)"
2025-06-25T19:26:26.323Z,4,"Data Entry 75","(0.19355, 0.00000, 0.00000, 0.98109)"
2025-06-25T19:26:26.324Z,4,"Data Entry 76","(0.19413, 0.00000, 0.00000, 0.98098)"
2025-06-25T19:26:26.326Z,4,"Data Entry 77","(0.19475, 0.00000, 0.00000, 0.98085)"
2025-06-25T19:26:26.327Z,4,"Data Entry 78","(0.19536, 0.00000, 0.00000, 0.98073)"
2025-06-25T19:26:26.328Z,4,"Data Entry 79","(0.19589, 0.00000, 0.00000, 0.98063)"
2025-06-25T19:26:26.329Z,4,"Data Entry 80","(0.19641, 0.00000, 0.00000, 0.98052)"
2025-06-25T19:26:26.331Z,4,"Data Entry 81","(0.19694, 0.00000, 0.00000, 0.98042)"
2025-06-25T19:26:26.332Z,4,"Data Entry 82","(0.19746, 0.00000, 0.00000, 0.98031)"
2025-06-25T19:26:26.333Z,4,"Data Entry 83","(0.19799, 0.00000, 0.00000, 0.98020)"
2025-06-25T19:26:26.334Z,4,"Data Entry 84","(0.19853, 0.00000, 0.00000, 0.98010)"
2025-06-25T19:26:26.336Z,4,"Data Entry 85","(0.19905, 0.00000, 0.00000, 0.97999)"
2025-06-25T19:26:26.337Z,4,"Data Entry 86","(0.19956, 0.00000, 0.00000, 0.97989)"
2025-06-25T19:26:26.338Z,4,"Data Entry 87","(0.20015, 0.00000, 0.00000, 0.97977)"
2025-06-25T19:26:26.339Z,4,"Data Entry 88","(0.20066, 0.00000, 0.00000, 0.97966)"
2025-06-25T19:26:26.341Z,4,"Data Entry 89","(0.20117, 0.00000, 0.00000, 0.97956)"
2025-06-25T19:26:26.342Z,4,"Data Entry 90","(0.20171, 0.00000, 0.00000, 0.97945)"
2025-06-25T19:26:26.343Z,4,"Data Entry 91","(0.20231, 0.00000, 0.00000, 0.97932)"
2025-06-25T19:26:26.345Z,4,"Data Entry 92","(0.20289, 0.00000, 0.00000, 0.97920)"
2025-06-25T19:26:26.346Z,4,"Data Entry 93","(0.20343, 0.00000, 0.00000, 0.97909)"
2025-06-25T19:26:26.347Z,4,"Data Entry 94","(0.20394, 0.00000, 0.00000, 0.97898)"
2025-06-25T19:26:26.348Z,4,"Data Entry 95","(0.20446, 0.00000, 0.00000, 0.97887)"
2025-06-25T19:26:26.350Z,4,"Data Entry 96","(0.20502, 0.00000, 0.00000, 0.97876)"
2025-06-25T19:26:26.351Z,4,"Data Entry 97","(0.20560, 0.00000, 0.00000, 0.97864)"
2025-06-25T19:26:26.352Z,4,"Data Entry 98","(0.20625, 0.00000, 0.00000, 0.97850)"
2025-06-25T19:26:26.354Z,4,"Data Entry 99","(0.20681, 0.00000, 0.00000, 0.97838)"
2025-06-25T19:26:26.356Z,4,"Data Entry 100","(0.20776, 0.00000, 0.00000, 0.97818)"
2025-06-25T19:26:26.358Z,4,"Data Entry 101","(0.20839, 0.00000, 0.00000, 0.97805)"
2025-06-25T19:26:26.360Z,4,"Data Entry 102","(0.20904, 0.00000, 0.00000, 0.97791)"
2025-06-25T19:26:26.361Z,4,"Data Entry 103","(0.20969, 0.00000, 0.00000, 0.97777)"
2025-06-25T19:26:26.363Z,4,"Data Entry 104","(0.21033, 0.00000, 0.00000, 0.97763)"
2025-06-25T19:26:26.364Z,4,"Data Entry 105","(0.21094, 0.00000, 0.00000, 0.97750)"
2025-06-25T19:26:26.366Z,4,"Data Entry 106","(0.21160, 0.00000, 0.00000, 0.97736)"
2025-06-25T19:26:26.367Z,4,"Data Entry 107","(0.21220, 0.00000, 0.00000, 0.97723)"
2025-06-25T19:26:26.369Z,4,"Data Entry 108","(0.21282, 0.00000, 0.00000, 0.97709)"
2025-06-25T19:26:26.370Z,4,"Data Entry 109","(0.21338, 0.00000, 0.00000, 0.97697)"
2025-06-25T19:26:26.371Z,4,"Data Entry 110","(0.21399, 0.00000, 0.00000, 0.97684)"
2025-06-25T19:26:26.372Z,4,"Data Entry 111","(0.21454, 0.00000, 0.00000, 0.97671)"
2025-06-25T19:26:26.374Z,4,"Data Entry 112","(0.21509, 0.00000, 0.00000, 0.97659)"
2025-06-25T19:26:26.375Z,4,"Data Entry 113","(0.21565, 0.00000, 0.00000, 0.97647)"
2025-06-25T19:26:26.376Z,4,"Data Entry 114","(0.21626, 0.00000, 0.00000, 0.97634)"
2025-06-25T19:26:26.378Z,4,"Data Entry 115","(0.21687, 0.00000, 0.00000, 0.97620)"
2025-06-25T19:26:26.380Z,4,"Data Entry 116","(0.21752, 0.00000, 0.00000, 0.97605)"
2025-06-25T19:26:26.381Z,4,"Data Entry 117","(0.21815, 0.00000, 0.00000, 0.97592)"
2025-06-25T19:26:26.382Z,4,"Data Entry 118","(0.21872, 0.00000, 0.00000, 0.97579)"
2025-06-25T19:26:26.384Z,4,"Data Entry 119","(0.21926, 0.00000, 0.00000, 0.97567)"
2025-06-25T19:26:26.385Z,4,"Data Entry 120","(0.21980, 0.00000, 0.00000, 0.97554)"
2025-06-25T19:26:26.386Z,4,"Data Entry 121","(0.22038, 0.00000, 0.00000, 0.97541)"
2025-06-25T19:26:26.388Z,4,"Data Entry 122","(0.22093, 0.00000, 0.00000, 0.97529)"
2025-06-25T19:26:26.389Z,4,"Data Entry 123","(0.22150, 0.00000, 0.00000, 0.97516)"
2025-06-25T19:26:26.390Z,4,"Data Entry 124","(0.22210, 0.00000, 0.00000, 0.97503)"
2025-06-25T19:26:26.392Z,4,"Data Entry 125","(0.22261, 0.00000, 0.00000, 0.97491)"
2025-06-25T19:26:26.393Z,4,"Data Entry 126","(0.22313, 0.00000, 0.00000, 0.97479)"
2025-06-25T19:26:26.394Z,4,"Data Entry 127","(0.22361, 0.00000, 0.00000, 0.97468)"
2025-06-25T19:26:26.395Z,4,"Data Entry 128","(0.22413, 0.00000, 0.00000, 0.97456)"
2025-06-25T19:26:26.396Z,4,"Data Entry 129","(0.22462, 0.00000, 0.00000, 0.97445)"
2025-06-25T19:26:26.398Z,4,"Data Entry 130","(0.22515, 0.00000, 0.00000, 0.97432)"
2025-06-25T19:26:26.399Z,4,"Data Entry 131","(0.22572, 0.00000, 0.00000, 0.97419)"
2025-06-25T19:26:26.400Z,4,"Data Entry 132","(0.22620, 0.00000, 0.00000, 0.97408)"
2025-06-25T19:26:26.401Z,4,"Data Entry 133","(0.22667, 0.00000, 0.00000, 0.97397)"
2025-06-25T19:26:26.402Z,4,"Data Entry 134","(0.22721, 0.00000, 0.00000, 0.97385)"
2025-06-25T19:26:26.404Z,4,"Data Entry 135","(0.22776, 0.00000, 0.00000, 0.97372)"
2025-06-25T19:26:26.405Z,4,"Data Entry 136","(0.22829, 0.00000, 0.00000, 0.97359)"
2025-06-25T19:26:26.406Z,4,"Data Entry 137","(0.22892, 0.00000, 0.00000, 0.97345)"
2025-06-25T19:26:26.408Z,4,"Data Entry 138","(0.22946, 0.00000, 0.00000, 0.97332)"
2025-06-25T19:26:26.409Z,4,"Data Entry 139","(0.22998, 0.00000, 0.00000, 0.97319)"
2025-06-25T19:26:26.410Z,4,"Data Entry 140","(0.23050, 0.00000, 0.00000, 0.97307)"
2025-06-25T19:26:26.411Z,4,"Data Entry 141","(0.23105, 0.00000, 0.00000, 0.97294)"
2025-06-25T19:26:26.413Z,4,"Data Entry 142","(0.23161, 0.00000, 0.00000, 0.97281)"
2025-06-25T19:26:26.414Z,4,"Data Entry 143","(0.23221, 0.00000, 0.00000, 0.97267)"
2025-06-25T19:26:26.416Z,4,"Data Entry 144","(0.23283, 0.00000, 0.00000, 0.97252)"
2025-06-25T19:26:26.417Z,4,"Data Entry 145","(0.23338, 0.00000, 0.00000, 0.97238)"
2025-06-25T19:26:26.420Z,4,"Data Entry 146","(0.23448, 0.00000, 0.00000, 0.97212)"
2025-06-25T19:26:26.421Z,4,"Data Entry 147","(0.23517, 0.00000, 0.00000, 0.97195)"
2025-06-25T19:26:26.423Z,4,"Data Entry 148","(0.23580, 0.00000, 0.00000, 0.97180)"
2025-06-25T19:26:26.424Z,4,"Data Entry 149","(0.23638, 0.00000, 0.00000, 0.97166)"
2025-06-25T19:26:26.425Z,4,"Data Entry 150","(0.23696, 0.00000, 0.00000, 0.97152)"
2025-06-25T19:26:26.427Z,4,"Data Entry 151","(0.23751, 0.00000, 0.00000, 0.97139)"
2025-06-25T19:26:26.428Z,4,"Data Entry 152","(0.23820, 0.00000, 0.00000, 0.97122)"
2025-06-25T19:26:26.430Z,4,"Data Entry 153","(0.23878, 0.00000, 0.00000, 0.97107)"
2025-06-25T19:26:26.431Z,4,"Data Entry 154","(0.23931, 0.00000, 0.00000, 0.97094)"
2025-06-25T19:26:26.432Z,4,"Data Entry 155","(0.23984, 0.00000, 0.00000, 0.97081)"
2025-06-25T19:26:26.434Z,4,"Data Entry 156","(0.24044, 0.00000, 0.00000, 0.97067)"
2025-06-25T19:26:26.435Z,4,"Data Entry 157","(0.24102, 0.00000, 0.00000, 0.97052)"
2025-06-25T19:26:26.436Z,4,"Data Entry 158","(0.24157, 0.00000, 0.00000, 0.97038)"
2025-06-25T19:26:26.437Z,4,"Data Entry 159","(0.24211, 0.00000, 0.00000, 0.97025)"
2025-06-25T19:26:26.439Z,4,"Data Entry 160","(0.24274, 0.00000, 0.00000, 0.97009)"
2025-06-25T19:26:26.440Z,4,"Data Entry 161","(0.24329, 0.00000, 0.00000, 0.96995)"
2025-06-25T19:26:26.442Z,4,"Data Entry 162","(0.24386, 0.00000, 0.00000, 0.96981)"
2025-06-25T19:26:26.443Z,4,"Data Entry 163","(0.24443, 0.00000, 0.00000, 0.96967)"
2025-06-25T19:26:26.444Z,4,"Data Entry 164","(0.24496, 0.00000, 0.00000, 0.96953)"
2025-06-25T19:26:26.446Z,4,"Data Entry 165","(0.24550, 0.00000, 0.00000, 0.96940)"
2025-06-25T19:26:26.447Z,4,"Data Entry 166","(0.24602, 0.00000, 0.00000, 0.96926)"
2025-06-25T19:26:26.448Z,4,"Data Entry 167","(0.24655, 0.00000, 0.00000, 0.96913)"
2025-06-25T19:26:26.449Z,4,"Data Entry 168","(0.24707, 0.00000, 0.00000, 0.96900)"
2025-06-25T19:26:26.451Z,4,"Data Entry 169","(0.24757, 0.00000, 0.00000, 0.96887)"
2025-06-25T19:26:26.452Z,4,"Data Entry 170","(0.24815, 0.00000, 0.00000, 0.96872)"
2025-06-25T19:26:26.453Z,4,"Data Entry 171","(0.24875, 0.00000, 0.00000, 0.96857)"
2025-06-25T19:26:26.455Z,4,"Data Entry 172","(0.24930, 0.00000, 0.00000, 0.96843)"
2025-06-25T19:26:26.456Z,4,"Data Entry 173","(0.24980, 0.00000, 0.00000, 0.96830)"
2025-06-25T19:26:26.457Z,4,"Data Entry 174","(0.25031, 0.00000, 0.00000, 0.96817)"
2025-06-25T19:26:26.458Z,4,"Data Entry 175","(0.25079, 0.00000, 0.00000, 0.96804)"
2025-06-25T19:26:26.459Z,4,"Data Entry 176","(0.25133, 0.00000, 0.00000, 0.96790)"
2025-06-25T19:26:26.460Z,4,"Data Entry 177","(0.25184, 0.00000, 0.00000, 0.96777)"
2025-06-25T19:26:26.461Z,4,"Data Entry 178","(0.25233, 0.00000, 0.00000, 0.96764)"
2025-06-25T19:26:26.462Z,4,"Data Entry 179","(0.25280, 0.00000, 0.00000, 0.96752)"
2025-06-25T19:26:26.463Z,4,"Data Entry 180","(0.25334, 0.00000, 0.00000, 0.96738)"
2025-06-25T19:26:26.465Z,4,"Data Entry 181","(0.25385, 0.00000, 0.00000, 0.96724)"
2025-06-25T19:26:26.466Z,4,"Data Entry 182","(0.25438, 0.00000, 0.00000, 0.96710)"
2025-06-25T19:26:26.467Z,4,"Data Entry 183","(0.25489, 0.00000, 0.00000, 0.96697)"
2025-06-25T19:26:26.468Z,4,"Data Entry 184","(0.25545, 0.00000, 0.00000, 0.96682)"
2025-06-25T19:26:26.470Z,4,"Data Entry 185","(0.25598, 0.00000, 0.00000, 0.96668)"
2025-06-25T19:26:26.471Z,4,"Data Entry 186","(0.25654, 0.00000, 0.00000, 0.96653)"
2025-06-25T19:26:26.472Z,4,"Data Entry 187","(0.25708, 0.00000, 0.00000, 0.96639)"
2025-06-25T19:26:26.473Z,4,"Data Entry 188","(0.25762, 0.00000, 0.00000, 0.96625)"
2025-06-25T19:26:26.475Z,4,"Data Entry 189","(0.25814, 0.00000, 0.00000, 0.96611)"
2025-06-25T19:26:26.476Z,4,"Data Entry 190","(0.25865, 0.00000, 0.00000, 0.96597)"
2025-06-25T19:26:26.477Z,4,"Data Entry 191","(0.25922, 0.00000, 0.00000, 0.96582)"
2025-06-25T19:26:26.479Z,4,"Data Entry 192","(0.25987, 0.00000, 0.00000, 0.96564)"
2025-06-25T19:26:26.480Z,4,"Data Entry 193","(0.26048, 0.00000, 0.00000, 0.96548)"
2025-06-25T19:26:26.482Z,4,"Data Entry 194","(0.26105, 0.00000, 0.00000, 0.96533)"
2025-06-25T19:26:26.483Z,4,"Data Entry 195","(0.26161, 0.00000, 0.00000, 0.96517)"
2025-06-25T19:26:26.484Z,4,"Data Entry 196","(0.26214, 0.00000, 0.00000, 0.96503)"
2025-06-25T19:26:26.485Z,4,"Data Entry 197","(0.26265, 0.00000, 0.00000, 0.96489)"
2025-06-25T19:26:26.487Z,4,"Data Entry 198","(0.26316, 0.00000, 0.00000, 0.96475)"
2025-06-25T19:26:26.488Z,4,"Data Entry 199","(0.26374, 0.00000, 0.00000, 0.96459)"
2025-06-25T19:26:26.490Z,4,"Data Entry 200","(0.26446, 0.00000, 0.00000, 0.96440)"
2025-06-25T19:26:26.491Z,4,"Data Entry 201","(0.26512, 0.00000, 0.00000, 0.96422)"
2025-06-25T19:26:26.493Z,4,"Data Entry 202","(0.26573, 0.00000, 0.00000, 0.96405)"
2025-06-25T19:26:26.494Z,4,"Data Entry 203","(0.26629, 0.00000, 0.00000, 0.96389)"
2025-06-25T19:26:26.496Z,4,"Data Entry 204","(0.26693, 0.00000, 0.00000, 0.96372)"
2025-06-25T19:26:26.497Z,4,"Data Entry 205","(0.26750, 0.00000, 0.00000, 0.96356)"
2025-06-25T19:26:26.498Z,4,"Data Entry 206","(0.26813, 0.00000, 0.00000, 0.96338)"
2025-06-25T19:26:26.500Z,4,"Data Entry 207","(0.26866, 0.00000, 0.00000, 0.96323)"
2025-06-25T19:26:26.501Z,4,"Data Entry 208","(0.26919, 0.00000, 0.00000, 0.96309)"
2025-06-25T19:26:26.502Z,4,"Data Entry 209","(0.26971, 0.00000, 0.00000, 0.96294)"
2025-06-25T19:26:26.503Z,4,"Data Entry 210","(0.27023, 0.00000, 0.00000, 0.96280)"
2025-06-25T19:26:26.505Z,4,"Data Entry 211","(0.27100, 0.00000, 0.00000, 0.96258)"
2025-06-25T19:26:26.507Z,4,"Data Entry 212","(0.27180, 0.00000, 0.00000, 0.96235)"
2025-06-25T19:26:26.509Z,4,"Data Entry 213","(0.27243, 0.00000, 0.00000, 0.96218)"
2025-06-25T19:26:26.510Z,4,"Data Entry 214","(0.27298, 0.00000, 0.00000, 0.96202)"
2025-06-25T19:26:26.511Z,4,"Data Entry 215","(0.27355, 0.00000, 0.00000, 0.96186)"
2025-06-25T19:26:26.513Z,4,"Data Entry 216","(0.27416, 0.00000, 0.00000, 0.96169)"
2025-06-25T19:26:26.514Z,4,"Data Entry 217","(0.27472, 0.00000, 0.00000, 0.96153)"
2025-06-25T19:26:26.515Z,4,"Data Entry 218","(0.27528, 0.00000, 0.00000, 0.96137)"
2025-06-25T19:26:26.517Z,4,"Data Entry 219","(0.27583, 0.00000, 0.00000, 0.96121)"
2025-06-25T19:26:26.518Z,4,"Data Entry 220","(0.27644, 0.00000, 0.00000, 0.96103)"
2025-06-25T19:26:26.520Z,4,"Data Entry 221","(0.27701, 0.00000, 0.00000, 0.96087)"
2025-06-25T19:26:26.521Z,4,"Data Entry 222","(0.27759, 0.00000, 0.00000, 0.96070)"
2025-06-25T19:26:26.522Z,4,"Data Entry 223","(0.27809, 0.00000, 0.00000, 0.96056)"
2025-06-25T19:26:26.523Z,4,"Data Entry 224","(0.27866, 0.00000, 0.00000, 0.96039)"
2025-06-25T19:26:26.525Z,4,"Data Entry 225","(0.27919, 0.00000, 0.00000, 0.96024)"
2025-06-25T19:26:26.526Z,4,"Data Entry 226","(0.27971, 0.00000, 0.00000, 0.96009)"
2025-06-25T19:26:26.527Z,4,"Data Entry 227","(0.28022, 0.00000, 0.00000, 0.95994)"
2025-06-25T19:26:26.528Z,4,"Data Entry 228","(0.28069, 0.00000, 0.00000, 0.95980)"
2025-06-25T19:26:26.529Z,4,"Data Entry 229","(0.28116, 0.00000, 0.00000, 0.95966)"
2025-06-25T19:26:26.531Z,4,"Data Entry 230","(0.28170, 0.00000, 0.00000, 0.95950)"
2025-06-25T19:26:26.532Z,4,"Data Entry 231","(0.28224, 0.00000, 0.00000, 0.95934)"
2025-06-25T19:26:26.534Z,4,"Data Entry 232","(0.28275, 0.00000, 0.00000, 0.95919)"
2025-06-25T19:26:26.535Z,4,"Data Entry 233","(0.28334, 0.00000, 0.00000, 0.95902)"
2025-06-25T19:26:26.537Z,4,"Data Entry 234","(0.28398, 0.00000, 0.00000, 0.95883)"
2025-06-25T19:26:26.538Z,4,"Data Entry 235","(0.28452, 0.00000, 0.00000, 0.95867)"
2025-06-25T19:26:26.539Z,4,"Data Entry 236","(0.28508, 0.00000, 0.00000, 0.95850)"
2025-06-25T19:26:26.540Z,4,"Data Entry 237","(0.28559, 0.00000, 0.00000, 0.95835)"
2025-06-25T19:26:26.542Z,4,"Data Entry 238","(0.28610, 0.00000, 0.00000, 0.95820)"
2025-06-25T19:26:26.543Z,4,"Data Entry 239","(0.28662, 0.00000, 0.00000, 0.95804)"
2025-06-25T19:26:26.544Z,4,"Data Entry 240","(0.28723, 0.00000, 0.00000, 0.95786)"
2025-06-25T19:26:26.546Z,4,"Data Entry 241","(0.28775, 0.00000, 0.00000, 0.95771)"
2025-06-25T19:26:26.547Z,4,"Data Entry 242","(0.28827, 0.00000, 0.00000, 0.95755)"
2025-06-25T19:26:26.548Z,4,"Data Entry 243","(0.28877, 0.00000, 0.00000, 0.95740)"
2025-06-25T19:26:26.549Z,4,"Data Entry 244","(0.28926, 0.00000, 0.00000, 0.95725)"
2025-06-25T19:26:26.551Z,4,"Data Entry 245","(0.28983, 0.00000, 0.00000, 0.95708)"
2025-06-25T19:26:26.552Z,4,"Data Entry 246","(0.29049, 0.00000, 0.00000, 0.95688)"
2025-06-25T19:26:26.553Z,4,"Data Entry 247","(0.29106, 0.00000, 0.00000, 0.95671)"
2025-06-25T19:26:26.555Z,4,"Data Entry 248","(0.29157, 0.00000, 0.00000, 0.95655)"
2025-06-25T19:26:26.556Z,4,"Data Entry 249","(0.29211, 0.00000, 0.00000, 0.95638)"
2025-06-25T19:26:26.557Z,4,"Data Entry 250","(0.29266, 0.00000, 0.00000, 0.95622)"
2025-06-25T19:26:26.559Z,4,"Data Entry 251","(0.29325, 0.00000, 0.00000, 0.95604)"
2025-06-25T19:26:26.560Z,4,"Data Entry 252","(0.29376, 0.00000, 0.00000, 0.95588)"
2025-06-25T19:26:26.561Z,4,"Data Entry 253","(0.29429, 0.00000, 0.00000, 0.95572)"
2025-06-25T19:26:26.563Z,4,"Data Entry 254","(0.29484, 0.00000, 0.00000, 0.95555)"
2025-06-25T19:26:26.564Z,4,"Data Entry 255","(0.29539, 0.00000, 0.00000, 0.95538)"
2025-06-25T19:26:26.565Z,4,"Data Entry 256","(0.29596, 0.00000, 0.00000, 0.95520)"
2025-06-25T19:26:26.567Z,4,"Data Entry 257","(0.29654, 0.00000, 0.00000, 0.95502)"
